MLS #,Stat,Closed Date,Sold Pr,Type,Yr Blt,Street #,Str Name,Area,Zip,ASF,# Rms,# Full Baths,# Half Baths,Bsmt Bth,Beds,Bsmt. Beds,Garage Type,# Garage Spaces,# Parking Spaces,Total Bsmnt SF,Style
10136984,CLSD,6/28/2019,1305000,2 Stories,2019,917,Lenox,25,60025,3310,14,4,1,Yes,4,1,Attached,2,,,Traditional
10326798,CLSD,6/6/2019,1310000,2 Stories,2019,711,Juniper,25,60025,5434,11,6,1,Yes,4,1,Attached,3,,,
10281274,CLSD,11/4/2019,1310000,2 Stories,2001,1200,Pleasant,25,60025,5800,16,5,1,Yes,5,1,Attached,3,,,Other
10264744,CLSD,9/14/2019,1320000,2 Stories,2019,1920,Robincrest,25,60025,4200,12,4,1,Yes,4,1,Attached,2,4,,Farmhouse
10862817,CLSD,9/16/2020,1325000,2 Stories,1980,1424,Pleasant,25,60025,6100,12,4,1,Yes,6,0,Attached,3,,,American 4-Sq.
10594595,CLSD,3/3/2020,1325000,2 Stories,2013,1001,Woodlawn,25,60025,3994,16,4,1,Yes,5,1,Attached,3,,,
10704782,CLSD,6/26/2020,1350000,2 Stories,2015,2046,Balmoral,25,60025,4565,9,4,1,Yes,4,1,Attached,3,,,
10337857,CLSD,6/28/2019,1350000,2 Stories,UNK,1205,Central,25,60025,7000,6,6,2,Yes,6,0,Attached,3,,,American 4-Sq.
10820876,CLSD,10/26/2020,1350000,2 Stories,2001,1707,Kendale,25,60025,4017,14,5,1,Yes,5,1,Attached,3,,,Colonial
10685953,CLSD,5/18/2020,1350000,2 Stories,1984,3602,Lawson,25,60026,5220,8,4,1,Yes,4,0,Attached,3,10,1500,Contemporary
10557654,CLSD,6/5/2020,1350000,2 Stories,1954,715,Glen,25,60025,7500,13,5,2,No,5,0,Attached,3,,,
10519547,CLSD,11/8/2019,1355000,2 Stories,2005,1698,Saratoga,25,60026,4424,13,4,1,Yes,4,1,Attached,3.5,,,Colonial
10332320,CLSD,7/1/2019,1355000,2 Stories,2019,739,Windsor,25,60025,6419,13,5,1,Yes,6,0,Attached,3,4,1770,French Provincial
10101398,CLSD,3/27/2019,1360000,2 Stories,2018,2126,Dewes,25,60025,4500,11,4,1,Yes,4,1,Attached,3,,,
10883311,CLSD,10/30/2020,1365000,1 Story,1950,2001,Sunset Ridge,25,60025,4237,11,4,2,Yes,4,0,Attached,2.5,,,Ranch
09911036,CLSD,6/19/2019,1370000,2 Stories,2001,930,Golfview,25,60025,4122,16,4,1,Yes,5,2,Attached,2,,,
10624640,CLSD,7/15/2020,1375000,2 Stories,1958,1145,Pleasant,25,60025,6500,15,4,1,Yes,6,0,Attached,3,,,Colonial
10781498,CLSD,12/1/2020,1380000,2 Stories,2017,1009,Golfview,25,60025,4000,12,4,1,Yes,4,1,Attached,2,,,
10841255,CLSD,12/15/2020,1385000,2 Stories,1946,1240,Westview,25,60025,5150,13,4,1,Yes,4,1,Attached,2,,2520,Other
10662635,CLSD,7/17/2020,1390000,3 Stories,2018,1000,Queens,25,60025,6800,14,6,0,Yes,4,1,Attached,3,,1600,Colonial
10863526,CLSD,11/17/2020,1400000,2 Stories,2020,1109,Lincoln,25,60025,3436,10,4,1,Yes,4,1,Attached,2,,1589,Farmhouse
10349720,CLSD,7/19/2019,1400000,2 Stories,2001,1347,Bennington,25,60026,7487,14,4,1,Yes,5,1,Attached,3,,2126,Colonial
10497279,CLSD,1/15/2020,1400000,2 Stories,2012,2041,Balmoral,25,60025,6900,15,5,1,Yes,5,1,Attached,3,,,Colonial
10108256,CLSD,5/14/2019,1400000,2 Stories,2009,927,Pleasant,25,60025,4277,14,5,1,Yes,5,2,Attached,3,,,
10387974,CLSD,9/11/2019,1400000,2 Stories,2002,1401,Tuscany,25,60025,5311,12,4,2,Yes,3,2,Attached,3,,,
10704494,CLSD,7/2/2020,1405000,2 Stories,2020,1015,Linden Leaf,25,60025,6824,12,4,1,Yes,4,1,Attached,3,,1976,
10718641,CLSD,9/9/2020,1410000,2 Stories,2007,708,Wagner,25,60025,3800,11,5,1,Yes,5,1,Attached,2,,,Colonial
10380397,CLSD,7/29/2019,1412500,2 Stories,2014,1236,Roosevelt,25,60025,4000,13,5,1,Yes,5,1,Attached,2,,,
10596774,CLSD,8/14/2020,1420000,2 Stories,2001,1189,Somerset,25,60025,4476,13,4,2,Yes,4,1,Attached,3,,,
10810064,CLSD,9/30/2020,1425000,2 Stories,1991,3728,Lawson,25,60026,5600,11,4,2,Yes,5,0,Attached,3,,,Contemporary
10569116,CLSD,5/6/2020,1425000,2 Stories,2019,734,Coronet,25,60025,6964,13,4,1,Yes,4,1,Attached,2.5,,2450,Colonial
10296258,CLSD,6/24/2019,1440000,2 Stories,1952,610,Glenayre,25,60025,5290,12,3,1,No,4,1,Attached,2.5,2,,
10661957,CLSD,5/1/2020,1450000,2 Stories,2012,709,Windsor,25,60025,4300,12,4,2,Yes,4,1,Attached,2,,,Cape Cod
10711982,CLSD,9/18/2020,1450000,2 Stories,1938,720,Wagner,25,60025,4500,11,4,2,Yes,4,0,Attached,2,,1463,Colonial
10709277,CLSD,6/24/2020,1450000,2 Stories,1950,909,Windsor,25,60025,6000,12,3,1,No,5,0,Attached,4,,,Colonial
10425562,CLSD,2/14/2020,1450000,2 Stories,2019,1436,Kenilworth,25,60025,6800,15,5,1,Yes,5,1,Attached,3,,,Colonial
10330716,CLSD,7/1/2019,1475000,2 Stories,2017,953,Golfview,25,60025,3700,15,3,1,Yes,5,1,Attached,2,,0,Contemporary
10381471,CLSD,3/20/2020,1480000,2 Stories,2018,1029,Kings,25,60025,5709,13,4,1,Yes,4,1,Attached,2,,,
10903894,CLSD,1/4/2021,1480500,2 Stories,2008,1543,Hawthorne,25,60025,4445,15,5,1,Yes,5,1,Attached,2,,2222,
10260528,CLSD,5/28/2019,1500000,2 Stories,1954,619,Wagner,25,60025,4693,15,5,1,Yes,5,1,Attached,3,,0,
10588568,CLSD,8/3/2020,1500000,2 Stories,2012,1030,Huckleberry,25,60025,6000,10,4,2,Yes,5,1,Attached,3,,,
10556987,CLSD,2/21/2020,1500000,3 Stories,2016,1105,Golfview,25,60025,7427,16,5,1,Yes,4,1,Attached,3,,,Colonial
10764871,CLSD,10/29/2020,1506000,2 Stories,1940,1425,Baffin,25,60025,4748,12,4,1,No,6,0,Attached,2.5,,,"English, Tudor"
10421484,CLSD,9/16/2019,1515000,2 Stories,2000,1220,Alvin,25,60025,4432,15,4,1,Yes,4,1,Attached,2.5,,,Colonial
10652085,CLSD,11/18/2020,1530000,2 Stories,2020,621,Windsor,25,60025,3950,10,4,1,Yes,3,2,Attached,2.5,,1900,
10507546,CLSD,12/20/2019,1535000,2 Stories,2019,1454,Woodlawn,25,60025,0,12,6,1,Yes,4,1,Attached,3,,,
10712063,CLSD,7/15/2020,1537500,2 Stories,2020,1000,Burton,25,60025,5500,12,4,1,Yes,6,0,Attached,3,,,Farmhouse
10820592,CLSD,11/2/2020,1550000,2 Stories,1942,630,Glenayre,25,60025,4800,12,4,1,No,4,0,Attached,3,,,Colonial
10732779,CLSD,10/27/2020,1550000,2 Stories,2009,1042,Pleasant,25,60025,4251,15,5,1,Yes,4,1,Attached,3,2,,
09899682,CLSD,5/31/2019,1550000,2 Stories,2001,4115,Lake,25,60025,5749,13,4,1,Yes,5,0,Attached,3,,,Traditional
10638614,CLSD,4/15/2020,1575000,2 Stories,2003,718,Raleigh,25,60025,0,12,5,1,Yes,5,1,Attached,3,,,
10555682,CLSD,10/19/2020,1585000,3 Stories,2016,55,Overlook,25,60029,6507,16,6,1,Yes,6,1,Attached,3.5,,,
10827180,CLSD,10/29/2020,1600000,2 Stories,2005,1668,Saratoga,25,60026,4715,14,4,1,Yes,5,0,Attached,2,,,
10847710,CLSD,12/30/2020,1660000,2 Stories,2001,625,Chatham,25,60025,6214,13,4,2,Yes,4,1,Attached,3,,,French Provincial
10258874,CLSD,6/13/2019,1663500,2 Stories,2018,929,Linden,25,60025,6724,14,5,0,Yes,4,1,Attached,3,,,Colonial
10805402,CLSD,10/26/2020,1665000,3 Stories,1950,837,Normandy,25,60025,4728,12,4,2,Yes,5,0,Attached,3,5,,
10669126,CLSD,6/5/2020,1675000,2 Stories,2019,1429,Pleasant,25,60025,5050,9,4,1,Yes,4,1,Attached,3,,2300,Colonial
10724946,CLSD,8/4/2020,1699000,2 Stories,2009,1220,Overlook,25,60025,4906,14,4,1,Yes,4,1,Attached,3.5,,,
10751707,CLSD,6/12/2020,1725000,2 Stories,2020,1435,Pleasant,25,60025,5250,9,4,1,Yes,4,1,Attached,3,,2300,Colonial
10719219,CLSD,7/2/2020,1725000,2 Stories,2002,2648,Independence,25,60026,5460,14,6,2,Yes,5,0,Attached,3,,,Traditional
10281506,CLSD,5/12/2019,1732500,2 Stories,2018,1525,Canterbury,25,60025,5000,9,4,1,Yes,4,1,Attached,3,,,Colonial
10129776,CLSD,8/5/2019,1740000,2 Stories,2019,1444,Hawthorne,25,60025,5060,9,4,1,Yes,4,1,Attached,3,,,Colonial
10675893,CLSD,9/10/2020,1740000,2 Stories,2004,1655,Monterey,25,60025,0,17,5,1,Yes,5,2,Attached,3.1,,,
10761509,CLSD,7/16/2020,1750000,2 Stories,1939,754,Normandy,25,60025,6587,15,5,2,No,5,0,Attached,3,,,Colonial
10273555,CLSD,8/28/2019,1750000,2 Stories,2018,860,Queens,25,60025,9236,12,5,2,Yes,5,1,Attached,3,,2893,English
10352929,CLSD,7/9/2019,1765000,2 Stories,2019,1541,Meadow,25,60025,4650,13,5,1,Yes,4,1,Attached,3,5,,
10139510,CLSD,5/25/2019,1790000,2 Stories,2016,77,Overlook,25,60029,7333,14,4,1,Yes,4,1,Attached,4,,,
10622399,CLSD,4/27/2020,1800000,2 Stories,2007,938,Raleigh,25,60025,6000,12,4,2,Yes,4,1,Attached,2.5,5,,
10702790,CLSD,6/2/2020,1875000,2 Stories,2021,1611,Hawthorne,25,60025,5021,9,4,2,Yes,4,1,Attached,3,,2800,Colonial
10148213,CLSD,6/6/2019,1898200,3 Stories,1946,595,Glendale,25,60025,0,13,3,3,Yes,4,0,Attached,3,,,Tudor
10409906,CLSD,7/18/2019,1900000,2 Stories,2002,2888,Independence,25,60026,5607,12,3,1,No,4,0,Attached,3,,2410,
10618025,CLSD,11/30/2020,1910000,2 Stories,2019,1900,Glen Oak,25,60025,7800,15,5,0,Yes,5,1,Attached,3,,2200,"Colonial, Farmhouse"
10161859,CLSD,8/14/2019,1915000,2 Stories,2006,2012,Burr Oak,25,60025,8426,13,5,1,No,4,0,Attached,3,,,
10403990,CLSD,6/14/2019,2000000,2 Stories,2018,1212,Westview,25,60025,6024,13,5,1,Yes,5,1,Attached,3,,,Other
10658936,CLSD,8/21/2020,2000000,2 Stories,2005,626,Glendale,25,60025,0,15,5,1,Yes,5,1,Attached,3,,,
10167114,CLSD,6/3/2019,2150000,2 Stories,2001,2628,Independence,25,60026,6135,17,5,2,Yes,5,1,Attached,3,,,
10407721,CLSD,10/17/2019,2155000,2 Stories,1999,930,Woodland,25,60025,8377,12,6,2,Yes,5,1,Attached,3,,,
10729766,CLSD,8/7/2020,2200000,2 Stories,2017,1445,Kaywood,25,60025,5827,11,5,2,Yes,5,0,Attached,3,,,
10350775,CLSD,5/22/2020,2250000,2 Stories,2016,1631,Pickwick,25,60026,6300,14,6,1,Yes,4,1,Attached,3,,,
10706679,CLSD,7/1/2020,2250000,2 Stories,2001,2668,Independence,25,60026,8298,16,4,2,Yes,5,1,Attached,3,,,
10321545,CLSD,3/27/2019,2300000,2 Stories,2015,800,Glenview,25,60025,5600,6,7,0,Yes,5,1,"Attached, Detached",3.5,,,
10172085,CLSD,6/26/2019,2320000,2 Stories,2016,310,Crabtree,25,60025,4800,13,6,1,Yes,4,1,Attached,3,,2243,
10443120,CLSD,10/30/2019,2410000,2 Stories,2017,801,Pleasant,25,60025,5600,10,5,1,Yes,5,1,Attached,3.5,,,Colonial
10581682,CLSD,8/14/2020,2560000,3 Stories,2001,1342,Pleasant,25,60025,10788,15,7,1,Yes,5,1,Attached,3,,,"English, Farmhouse"
10069925,CLSD,7/1/2019,2625000,2 Stories,2019,1130,Longvalley,25,60025,11109,11,8,1,Yes,6,1,Attached,3,,,Traditional
